date,campus,meal,weather,count
2024-01-02,cevrimdisi,lunch,,148
2024-01-03,cevrimdisi,lunch,,139
2024-01-04,cevrimdisi,lunch,,87
2024-01-05,cevrimdisi,lunch,,0
2024-01-06,cevrimdisi,lunch,,1048
2024-01-07,cevrimdisi,lunch,,1
2024-01-08,cevrimdisi,lunch,,140
2024-01-09,cevrimdisi,lunch,,145
2024-01-10,cevrimdisi,lunch,,141
2024-01-11,cevrimdisi,lunch,,68
2024-01-12,cevrimdisi,lunch,,1
2024-01-13,cevrimdisi,lunch,,0
2024-01-14,cevrimdisi,lunch,,3
2024-01-15,cevrimdisi,lunch,,3
2024-01-16,cevrimdisi,lunch,,0
2024-01-17,cevrimdisi,lunch,,0
2024-01-18,cevrimdisi,lunch,,4
2024-01-19,cevrimdisi,lunch,,0
2024-01-20,cevrimdisi,lunch,,0
2024-01-21,cevrimdisi,lunch,,0
2024-01-22,cevrimdisi,lunch,,0
2024-01-23,cevrimdisi,lunch,,0
2024-01-24,cevrimdisi,lunch,,0
2024-01-25,cevrimdisi,lunch,,0
2024-01-26,cevrimdisi,lunch,,0
2024-01-27,cevrimdisi,lunch,,2
2024-01-28,cevrimdisi,lunch,,0
2024-01-29,cevrimdisi,lunch,,73
2024-01-30,cevrimdisi,lunch,,15
2024-01-31,cevrimdisi,lunch,,9
2024-02-01,cevrimdisi,lunch,,23
2024-02-02,cevrimdisi,lunch,,20
2024-02-03,cevrimdisi,lunch,,11
2024-02-04,cevrimdisi,lunch,,20
2024-02-05,cevrimdisi,lunch,,18
2024-02-06,cevrimdisi,lunch,,25
2024-02-07,cevrimdisi,lunch,,0
2024-02-08,cevrimdisi,lunch,,0
2024-02-09,cevrimdisi,lunch,,0
2024-02-10,cevrimdisi,lunch,,0
2024-02-11,cevrimdisi,lunch,,0
2024-02-12,cevrimdisi,lunch,,497
2024-02-13,cevrimdisi,lunch,,0
2024-02-14,cevrimdisi,lunch,,124
2024-02-15,cevrimdisi,lunch,,9
2024-02-16,cevrimdisi,lunch,,0
2024-02-17,cevrimdisi,lunch,,0
2024-02-18,cevrimdisi,lunch,,0
2024-02-19,cevrimdisi,lunch,,0
2024-02-20,cevrimdisi,lunch,,0
2024-02-21,cevrimdisi,lunch,,10
2024-02-22,cevrimdisi,lunch,,0
2024-02-23,cevrimdisi,lunch,,0
2024-02-24,cevrimdisi,lunch,,0
2024-02-25,cevrimdisi,lunch,,0
2024-02-26,cevrimdisi,lunch,,1
2024-02-27,cevrimdisi,lunch,,1
2024-02-28,cevrimdisi,lunch,,648
2024-02-29,cevrimdisi,lunch,,9
2024-03-01,cevrimdisi,lunch,,0
2024-03-02,cevrimdisi,lunch,,0
2024-03-03,cevrimdisi,lunch,,0
2024-03-04,cevrimdisi,lunch,,17
2024-03-05,cevrimdisi,lunch,,2
2024-03-06,cevrimdisi,lunch,,2
2024-03-07,cevrimdisi,lunch,,0
2024-03-08,cevrimdisi,lunch,,123
2024-03-09,cevrimdisi,lunch,,264
2024-03-10,cevrimdisi,lunch,,78
2024-03-11,cevrimdisi,lunch,,6
2024-03-12,cevrimdisi,lunch,,0
2024-03-13,cevrimdisi,lunch,,0
2024-03-14,cevrimdisi,lunch,,2
2024-03-15,cevrimdisi,lunch,,2
2024-03-16,cevrimdisi,lunch,,1
2024-03-17,cevrimdisi,lunch,,0
2024-03-18,cevrimdisi,lunch,,2
2024-03-19,cevrimdisi,lunch,,2
2024-03-20,cevrimdisi,lunch,,4
2024-03-21,cevrimdisi,lunch,,0
2024-03-22,cevrimdisi,lunch,,1
2024-03-23,cevrimdisi,lunch,,0
2024-03-24,cevrimdisi,lunch,,114
2024-03-25,cevrimdisi,lunch,,289
2024-03-26,cevrimdisi,lunch,,450
2024-03-27,cevrimdisi,lunch,,487
2024-03-28,cevrimdisi,lunch,,212
2024-03-29,cevrimdisi,lunch,,5
2024-03-30,cevrimdisi,lunch,,0
2024-03-31,cevrimdisi,lunch,,0
2024-04-01,cevrimdisi,lunch,,1
2024-04-02,cevrimdisi,lunch,,1
2024-04-03,cevrimdisi,lunch,,5
2024-04-04,cevrimdisi,lunch,,1
2024-04-05,cevrimdisi,lunch,,0
2024-04-06,cevrimdisi,lunch,,1
2024-04-07,cevrimdisi,lunch,,0
2024-04-08,cevrimdisi,lunch,,0
2024-04-09,cevrimdisi,lunch,,0
2024-04-10,cevrimdisi,lunch,,0
2024-04-11,cevrimdisi,lunch,,0
2024-04-12,cevrimdisi,lunch,,0
2024-04-13,cevrimdisi,lunch,,0
2024-04-14,cevrimdisi,lunch,,1
2024-04-15,cevrimdisi,lunch,,2
2024-04-16,cevrimdisi,lunch,,3
2024-04-17,cevrimdisi,lunch,,4
2024-04-18,cevrimdisi,lunch,,54
2024-04-19,cevrimdisi,lunch,,3
2024-04-20,cevrimdisi,lunch,,1
2024-04-21,cevrimdisi,lunch,,0
2024-04-22,cevrimdisi,lunch,,317
2024-04-23,cevrimdisi,lunch,,0
2024-04-24,cevrimdisi,lunch,,80
2024-04-25,cevrimdisi,lunch,,132
2024-04-26,cevrimdisi,lunch,,18
2024-04-27,cevrimdisi,lunch,,0
2024-04-28,cevrimdisi,lunch,,0
2024-04-29,cevrimdisi,lunch,,110
2024-04-30,cevrimdisi,lunch,,127
2024-05-01,cevrimdisi,lunch,,0
2024-05-02,cevrimdisi,lunch,,76
2024-05-03,cevrimdisi,lunch,,47
2024-05-04,cevrimdisi,lunch,,2
2024-05-05,cevrimdisi,lunch,,0
2024-05-06,cevrimdisi,lunch,,190
2024-05-07,cevrimdisi,lunch,,183
2024-05-08,cevrimdisi,lunch,,113
2024-05-09,cevrimdisi,lunch,,102
2024-05-10,cevrimdisi,lunch,,6
2024-05-11,cevrimdisi,lunch,,0
2024-05-12,cevrimdisi,lunch,,0
2024-05-13,cevrimdisi,lunch,,137
2024-05-14,cevrimdisi,lunch,,155
2024-05-15,cevrimdisi,lunch,,127
2024-05-16,cevrimdisi,lunch,,14
2024-05-17,cevrimdisi,lunch,,74
2024-05-18,cevrimdisi,lunch,,1
2024-05-19,cevrimdisi,lunch,,0
2024-05-20,cevrimdisi,lunch,,49
2024-05-21,cevrimdisi,lunch,,74
2024-05-22,cevrimdisi,lunch,,151
2024-05-23,cevrimdisi,lunch,,154
2024-05-24,cevrimdisi,lunch,,145
2024-05-25,cevrimdisi,lunch,,1
2024-05-26,cevrimdisi,lunch,,0
2024-05-27,cevrimdisi,lunch,,168
2024-05-28,cevrimdisi,lunch,,154
2024-05-29,cevrimdisi,lunch,,298
2024-05-30,cevrimdisi,lunch,,81
2024-05-31,cevrimdisi,lunch,,128
2024-06-01,cevrimdisi,lunch,,2
2024-06-02,cevrimdisi,lunch,,0
2024-06-03,cevrimdisi,lunch,,163
2024-06-04,cevrimdisi,lunch,,146
2024-06-05,cevrimdisi,lunch,,88
2024-06-06,cevrimdisi,lunch,,133
2024-06-07,cevrimdisi,lunch,,82
2024-06-08,cevrimdisi,lunch,,7
2024-06-09,cevrimdisi,lunch,,0
2024-06-10,cevrimdisi,lunch,,55
2024-06-11,cevrimdisi,lunch,,42
2024-06-12,cevrimdisi,lunch,,29
2024-06-13,cevrimdisi,lunch,,52
2024-06-14,cevrimdisi,lunch,,54
2024-06-15,cevrimdisi,lunch,,0
2024-06-16,cevrimdisi,lunch,,0
2024-06-17,cevrimdisi,lunch,,0
2024-06-18,cevrimdisi,lunch,,2
2024-06-19,cevrimdisi,lunch,,5
2024-06-20,cevrimdisi,lunch,,2
2024-06-21,cevrimdisi,lunch,,6
2024-06-22,cevrimdisi,lunch,,7
2024-06-23,cevrimdisi,lunch,,0
2024-06-24,cevrimdisi,lunch,,55
2024-06-25,cevrimdisi,lunch,,98
2024-06-26,cevrimdisi,lunch,,104
2024-06-27,cevrimdisi,lunch,,35
2024-06-28,cevrimdisi,lunch,,98
2024-06-29,cevrimdisi,lunch,,0
2024-06-30,cevrimdisi,lunch,,2
2024-01-01,cevrimdisi,dinner,,0
2024-01-02,cevrimdisi,dinner,,0
2024-01-03,cevrimdisi,dinner,,1
2024-01-04,cevrimdisi,dinner,,0
2024-01-05,cevrimdisi,dinner,,0
2024-01-06,cevrimdisi,dinner,,1156
2024-01-07,cevrimdisi,dinner,,4
2024-01-08,cevrimdisi,dinner,,0
2024-01-09,cevrimdisi,dinner,,1
2024-01-10,cevrimdisi,dinner,,2
2024-01-11,cevrimdisi,dinner,,4
2024-01-12,cevrimdisi,dinner,,1
2024-01-13,cevrimdisi,dinner,,0
2024-01-14,cevrimdisi,dinner,,1
2024-01-15,cevrimdisi,dinner,,0
2024-01-16,cevrimdisi,dinner,,0
2024-01-17,cevrimdisi,dinner,,0
2024-01-18,cevrimdisi,dinner,,0
2024-01-19,cevrimdisi,dinner,,0
2024-01-20,cevrimdisi,dinner,,0
2024-01-21,cevrimdisi,dinner,,3
2024-01-22,cevrimdisi,dinner,,0
2024-01-23,cevrimdisi,dinner,,0
2024-01-24,cevrimdisi,dinner,,0
2024-01-25,cevrimdisi,dinner,,0
2024-01-26,cevrimdisi,dinner,,0
2024-01-27,cevrimdisi,dinner,,0
2024-01-28,cevrimdisi,dinner,,0
2024-01-29,cevrimdisi,dinner,,35
2024-01-30,cevrimdisi,dinner,,8
2024-01-31,cevrimdisi,dinner,,1
2024-02-01,cevrimdisi,dinner,,11
2024-02-02,cevrimdisi,dinner,,20
2024-02-03,cevrimdisi,dinner,,18
2024-02-04,cevrimdisi,dinner,,24
2024-02-05,cevrimdisi,dinner,,0
2024-02-06,cevrimdisi,dinner,,1
2024-02-07,cevrimdisi,dinner,,0
2024-02-08,cevrimdisi,dinner,,0
2024-02-09,cevrimdisi,dinner,,0
2024-02-10,cevrimdisi,dinner,,0
2024-02-11,cevrimdisi,dinner,,44
2024-02-12,cevrimdisi,dinner,,0
2024-02-13,cevrimdisi,dinner,,0
2024-02-14,cevrimdisi,dinner,,0
2024-02-15,cevrimdisi,dinner,,144
2024-02-16,cevrimdisi,dinner,,3
2024-02-17,cevrimdisi,dinner,,0
2024-02-18,cevrimdisi,dinner,,0
2024-02-19,cevrimdisi,dinner,,1
2024-02-20,cevrimdisi,dinner,,0
2024-02-21,cevrimdisi,dinner,,4
2024-02-22,cevrimdisi,dinner,,1
2024-02-23,cevrimdisi,dinner,,159
2024-02-24,cevrimdisi,dinner,,0
2024-02-25,cevrimdisi,dinner,,0
2024-02-26,cevrimdisi,dinner,,0
2024-02-27,cevrimdisi,dinner,,0
2024-02-28,cevrimdisi,dinner,,10
2024-02-29,cevrimdisi,dinner,,1
2024-03-01,cevrimdisi,dinner,,0
2024-03-02,cevrimdisi,dinner,,0
2024-03-03,cevrimdisi,dinner,,0
2024-03-04,cevrimdisi,dinner,,35
2024-03-05,cevrimdisi,dinner,,0
2024-03-06,cevrimdisi,dinner,,1
2024-03-07,cevrimdisi,dinner,,1
2024-03-08,cevrimdisi,dinner,,101
2024-03-09,cevrimdisi,dinner,,231
2024-03-10,cevrimdisi,dinner,,52
2024-03-11,cevrimdisi,dinner,,45
2024-03-12,cevrimdisi,dinner,,500
2024-03-13,cevrimdisi,dinner,,80
2024-03-14,cevrimdisi,dinner,,85
2024-03-15,cevrimdisi,dinner,,55
2024-03-16,cevrimdisi,dinner,,1
2024-03-17,cevrimdisi,dinner,,101
2024-03-18,cevrimdisi,dinner,,78
2024-03-19,cevrimdisi,dinner,,77
2024-03-20,cevrimdisi,dinner,,86
2024-03-21,cevrimdisi,dinner,,73
2024-03-22,cevrimdisi,dinner,,0
2024-03-23,cevrimdisi,dinner,,1
2024-03-24,cevrimdisi,dinner,,229
2024-03-25,cevrimdisi,dinner,,382
2024-03-26,cevrimdisi,dinner,,445
2024-03-27,cevrimdisi,dinner,,488
2024-03-28,cevrimdisi,dinner,,6
2024-03-29,cevrimdisi,dinner,,9
2024-03-30,cevrimdisi,dinner,,7
2024-03-31,cevrimdisi,dinner,,3
2024-04-01,cevrimdisi,dinner,,37
2024-04-02,cevrimdisi,dinner,,45
2024-04-03,cevrimdisi,dinner,,22
2024-04-04,cevrimdisi,dinner,,22
2024-04-05,cevrimdisi,dinner,,14
2024-04-06,cevrimdisi,dinner,,3
2024-04-07,cevrimdisi,dinner,,0
2024-04-08,cevrimdisi,dinner,,0
2024-04-09,cevrimdisi,dinner,,0
2024-04-10,cevrimdisi,dinner,,0
2024-04-11,cevrimdisi,dinner,,0
2024-04-12,cevrimdisi,dinner,,0
2024-04-13,cevrimdisi,dinner,,0
2024-04-14,cevrimdisi,dinner,,0
2024-04-15,cevrimdisi,dinner,,0
2024-04-16,cevrimdisi,dinner,,0
2024-04-17,cevrimdisi,dinner,,0
2024-04-18,cevrimdisi,dinner,,0
2024-04-19,cevrimdisi,dinner,,1
2024-04-20,cevrimdisi,dinner,,5
2024-04-21,cevrimdisi,dinner,,0
2024-04-22,cevrimdisi,dinner,,0
2024-04-23,cevrimdisi,dinner,,0
2024-04-24,cevrimdisi,dinner,,0
2024-04-25,cevrimdisi,dinner,,0
2024-04-26,cevrimdisi,dinner,,0
2024-04-27,cevrimdisi,dinner,,1
2024-04-28,cevrimdisi,dinner,,0
2024-04-29,cevrimdisi,dinner,,0
2024-04-30,cevrimdisi,dinner,,0
2024-05-01,cevrimdisi,dinner,,0
2024-05-02,cevrimdisi,dinner,,2
2024-05-03,cevrimdisi,dinner,,1
2024-05-04,cevrimdisi,dinner,,0
2024-05-05,cevrimdisi,dinner,,2
2024-05-06,cevrimdisi,dinner,,4
2024-05-07,cevrimdisi,dinner,,2
2024-05-08,cevrimdisi,dinner,,2
2024-05-09,cevrimdisi,dinner,,0
2024-05-10,cevrimdisi,dinner,,0
2024-05-11,cevrimdisi,dinner,,0
2024-05-12,cevrimdisi,dinner,,0
2024-05-13,cevrimdisi,dinner,,1
2024-05-14,cevrimdisi,dinner,,3
2024-05-15,cevrimdisi,dinner,,0
2024-05-16,cevrimdisi,dinner,,0
2024-05-17,cevrimdisi,dinner,,78
2024-05-18,cevrimdisi,dinner,,0
2024-05-19,cevrimdisi,dinner,,0
2024-05-20,cevrimdisi,dinner,,0
2024-05-21,cevrimdisi,dinner,,0
2024-05-22,cevrimdisi,dinner,,0
2024-05-23,cevrimdisi,dinner,,1
2024-05-24,cevrimdisi,dinner,,2
2024-05-25,cevrimdisi,dinner,,54
2024-05-26,cevrimdisi,dinner,,0
2024-05-27,cevrimdisi,dinner,,0
2024-05-28,cevrimdisi,dinner,,2
2024-05-29,cevrimdisi,dinner,,2
2024-05-30,cevrimdisi,dinner,,2
2024-05-31,cevrimdisi,dinner,,1
2024-06-01,cevrimdisi,dinner,,1
2024-06-02,cevrimdisi,dinner,,0
2024-06-03,cevrimdisi,dinner,,23
2024-06-04,cevrimdisi,dinner,,0
2024-06-05,cevrimdisi,dinner,,1
2024-06-06,cevrimdisi,dinner,,4
2024-06-07,cevrimdisi,dinner,,1
2024-06-08,cevrimdisi,dinner,,16
2024-06-09,cevrimdisi,dinner,,0
2024-06-10,cevrimdisi,dinner,,1
2024-06-11,cevrimdisi,dinner,,0
2024-06-12,cevrimdisi,dinner,,0
2024-06-13,cevrimdisi,dinner,,1
2024-06-14,cevrimdisi,dinner,,0
2024-06-15,cevrimdisi,dinner,,0
2024-06-16,cevrimdisi,dinner,,0
2024-06-17,cevrimdisi,dinner,,0
2024-06-18,cevrimdisi,dinner,,4
2024-06-19,cevrimdisi,dinner,,2
2024-06-20,cevrimdisi,dinner,,5
2024-06-21,cevrimdisi,dinner,,6
2024-06-22,cevrimdisi,dinner,,0
2024-06-23,cevrimdisi,dinner,,0
2024-06-24,cevrimdisi,dinner,,1
2024-06-25,cevrimdisi,dinner,,0
2024-06-26,cevrimdisi,dinner,,3
2024-06-27,cevrimdisi,dinner,,0
2024-06-28,cevrimdisi,dinner,,0
2024-06-29,cevrimdisi,dinner,,0
2024-06-30,cevrimdisi,dinner,,1
