date,campus,meal,weather,count
2024-01-01,kuzey,breakfast,12.66,46
2024-01-02,kuzey,breakfast,14.01,429
2024-01-03,kuzey,breakfast,12.93,337
2024-01-04,kuzey,breakfast,14.05,323
2024-01-05,kuzey,breakfast,12.45,359
2024-01-06,kuzey,breakfast,12.73,208
2024-01-07,kuzey,breakfast,11.95,167
2024-01-08,kuzey,breakfast,13.11,331
2024-01-09,kuzey,breakfast,2.43,354
2024-01-10,kuzey,breakfast,4.26,297
2024-01-11,kuzey,breakfast,5.23,257
2024-01-12,kuzey,breakfast,4.76,303
2024-01-13,kuzey,breakfast,2.48,210
2024-01-14,kuzey,breakfast,4.5,74
2024-01-15,kuzey,breakfast,8.83,109
2024-01-16,kuzey,breakfast,11.66,100
2024-01-17,kuzey,breakfast,9.36,63
2024-01-18,kuzey,breakfast,13.58,49
2024-01-19,kuzey,breakfast,13.78,50
2024-01-20,kuzey,breakfast,7.88,35
2024-01-21,kuzey,breakfast,6.0,26
2024-01-22,kuzey,breakfast,6.08,37
2024-01-23,kuzey,breakfast,6.6,26
2024-01-24,kuzey,breakfast,6.73,26
2024-01-25,kuzey,breakfast,7.16,30
2024-01-26,kuzey,breakfast,7.76,28
2024-01-27,kuzey,breakfast,6.88,9
2024-01-28,kuzey,breakfast,5.46,23
2024-01-29,kuzey,breakfast,4.06,29
2024-01-30,kuzey,breakfast,4.9,23
2024-01-31,kuzey,breakfast,6.18,27
2024-02-01,kuzey,breakfast,7.5,16
2024-02-02,kuzey,breakfast,6.93,22
2024-02-03,kuzey,breakfast,7.63,17
2024-02-04,kuzey,breakfast,8.76,6
2024-02-05,kuzey,breakfast,10.33,27
2024-02-06,kuzey,breakfast,14.3,44
2024-02-07,kuzey,breakfast,14.13,20
2024-02-08,kuzey,breakfast,15.7,29
2024-02-09,kuzey,breakfast,14.03,41
2024-02-10,kuzey,breakfast,14.63,0
2024-02-11,kuzey,breakfast,15.91,0
2024-02-12,kuzey,breakfast,16.56,322
2024-02-13,kuzey,breakfast,12.58,367
2024-02-14,kuzey,breakfast,10.03,331
2024-02-15,kuzey,breakfast,6.93,279
2024-02-16,kuzey,breakfast,7.76,188
2024-02-17,kuzey,breakfast,7.33,105
2024-02-18,kuzey,breakfast,6.83,91
2024-02-19,kuzey,breakfast,7.96,327
2024-02-20,kuzey,breakfast,8.53,383
2024-02-21,kuzey,breakfast,8.7,324
2024-02-22,kuzey,breakfast,9.98,327
2024-02-23,kuzey,breakfast,12.2,233
2024-02-24,kuzey,breakfast,15.55,137
2024-02-25,kuzey,breakfast,16.88,142
2024-02-26,kuzey,breakfast,14.41,342
2024-02-27,kuzey,breakfast,11.58,379
2024-02-28,kuzey,breakfast,11.73,316
2024-02-29,kuzey,breakfast,12.28,297
2024-03-01,kuzey,breakfast,13.28,226
2024-03-02,kuzey,breakfast,10.95,116
2024-03-03,kuzey,breakfast,9.9,127
2024-03-04,kuzey,breakfast,12.28,313
2024-03-05,kuzey,breakfast,14.33,361
2024-03-06,kuzey,breakfast,8.43,310
2024-03-07,kuzey,breakfast,10.24,308
2024-03-08,kuzey,breakfast,7.2,216
2024-03-09,kuzey,breakfast,7.18,134
2024-03-10,kuzey,breakfast,10.28,131
2024-03-11,kuzey,breakfast,14.51,211
2024-03-12,kuzey,breakfast,14.48,220
2024-03-13,kuzey,breakfast,12.83,204
2024-03-14,kuzey,breakfast,12.45,221
2024-03-15,kuzey,breakfast,8.08,162
2024-03-16,kuzey,breakfast,9.08,83
2024-03-17,kuzey,breakfast,11.36,93
2024-03-18,kuzey,breakfast,12.16,202
2024-03-19,kuzey,breakfast,14.45,225
2024-03-20,kuzey,breakfast,6.03,212
2024-03-21,kuzey,breakfast,9.06,186
2024-03-22,kuzey,breakfast,7.98,154
2024-03-23,kuzey,breakfast,10.8,98
2024-03-24,kuzey,breakfast,12.3,91
2024-03-25,kuzey,breakfast,14.58,220
2024-03-26,kuzey,breakfast,12.33,247
2024-03-27,kuzey,breakfast,16.25,208
2024-03-28,kuzey,breakfast,20.7,186
2024-03-29,kuzey,breakfast,18.66,147
2024-03-30,kuzey,breakfast,21.36,82
2024-03-31,kuzey,breakfast,20.98,79
2024-04-01,kuzey,breakfast,20.25,159
2024-04-02,kuzey,breakfast,22.0,228
2024-04-03,kuzey,breakfast,16.06,202
2024-04-04,kuzey,breakfast,18.33,173
2024-04-05,kuzey,breakfast,17.95,129
2024-04-06,kuzey,breakfast,19.16,43
2024-04-07,kuzey,breakfast,12.03,34
2024-04-08,kuzey,breakfast,15.08,21
2024-04-09,kuzey,breakfast,16.48,16
2024-04-10,kuzey,breakfast,16.86,14
2024-04-11,kuzey,breakfast,17.25,13
2024-04-12,kuzey,breakfast,18.86,22
2024-04-13,kuzey,breakfast,19.56,40
2024-04-14,kuzey,breakfast,20.95,74
2024-04-15,kuzey,breakfast,21.81,231
2024-04-16,kuzey,breakfast,24.36,282
2024-04-17,kuzey,breakfast,20.31,296
2024-04-18,kuzey,breakfast,19.53,290
2024-04-19,kuzey,breakfast,14.73,195
2024-04-20,kuzey,breakfast,13.03,117
2024-04-21,kuzey,breakfast,15.2,171
2024-04-22,kuzey,breakfast,17.69,273
2024-04-23,kuzey,breakfast,17.56,118
2024-04-24,kuzey,breakfast,24.81,315
2024-04-25,kuzey,breakfast,22.05,294
2024-04-26,kuzey,breakfast,16.75,254
2024-04-27,kuzey,breakfast,16.73,153
2024-04-28,kuzey,breakfast,16.5,142
2024-04-29,kuzey,breakfast,14.28,257
2024-04-30,kuzey,breakfast,15.88,314
2024-05-01,kuzey,breakfast,14.43,122
2024-05-02,kuzey,breakfast,14.98,281
2024-05-03,kuzey,breakfast,17.2,222
2024-05-04,kuzey,breakfast,16.69,149
2024-05-05,kuzey,breakfast,15.93,138
2024-05-06,kuzey,breakfast,16.7,258
2024-05-07,kuzey,breakfast,19.28,268
2024-05-08,kuzey,breakfast,22.62,299
2024-05-09,kuzey,breakfast,17.73,246
2024-05-10,kuzey,breakfast,16.38,200
2024-05-11,kuzey,breakfast,14.3,115
2024-05-12,kuzey,breakfast,18.62,113
2024-05-13,kuzey,breakfast,12.13,234
2024-05-14,kuzey,breakfast,16.12,266
2024-05-15,kuzey,breakfast,17.2,274
2024-05-16,kuzey,breakfast,16.62,263
2024-05-17,kuzey,breakfast,16.78,244
2024-05-18,kuzey,breakfast,19.78,160
2024-05-19,kuzey,breakfast,19.88,197
2024-05-20,kuzey,breakfast,18.69,231
2024-05-21,kuzey,breakfast,19.86,283
2024-05-22,kuzey,breakfast,22.48,457
2024-05-23,kuzey,breakfast,19.7,315
2024-05-24,kuzey,breakfast,19.7,361
2024-05-25,kuzey,breakfast,21.31,336
2024-05-26,kuzey,breakfast,20.0,181
2024-05-27,kuzey,breakfast,17.83,333
2024-05-28,kuzey,breakfast,18.28,320
2024-05-29,kuzey,breakfast,22.28,373
2024-05-30,kuzey,breakfast,23.38,296
2024-05-31,kuzey,breakfast,25.73,280
2024-06-01,kuzey,breakfast,26.56,309
2024-06-02,kuzey,breakfast,29.31,175
2024-06-03,kuzey,breakfast,31.23,305
2024-06-04,kuzey,breakfast,32.0,284
2024-06-05,kuzey,breakfast,27.6,251
2024-06-06,kuzey,breakfast,27.28,117
2024-06-07,kuzey,breakfast,26.78,130
2024-06-08,kuzey,breakfast,25.31,77
2024-06-09,kuzey,breakfast,26.81,56
2024-06-10,kuzey,breakfast,29.44,46
2024-06-11,kuzey,breakfast,32.8,35
2024-06-12,kuzey,breakfast,31.55,39
2024-06-13,kuzey,breakfast,33.2,38
2024-06-14,kuzey,breakfast,29.23,30
2024-06-15,kuzey,breakfast,23.81,8
2024-06-16,kuzey,breakfast,26.0,12
2024-06-17,kuzey,breakfast,28.44,9
2024-06-18,kuzey,breakfast,27.23,11
2024-06-19,kuzey,breakfast,26.95,8
2024-06-20,kuzey,breakfast,26.9,10
2024-06-21,kuzey,breakfast,27.31,20
2024-06-22,kuzey,breakfast,25.7,29
2024-06-23,kuzey,breakfast,25.78,26
2024-06-24,kuzey,breakfast,25.94,53
2024-06-25,kuzey,breakfast,26.9,98
2024-06-26,kuzey,breakfast,26.05,69
2024-06-27,kuzey,breakfast,26.0,81
2024-06-28,kuzey,breakfast,25.31,50
2024-06-29,kuzey,breakfast,26.28,29
2024-06-30,kuzey,breakfast,27.36,24
2024-01-01,kuzey,lunch,14.58,420
2024-01-02,kuzey,lunch,12.63,1626
2024-01-03,kuzey,lunch,14.18,1686
2024-01-04,kuzey,lunch,15.45,1033
2024-01-05,kuzey,lunch,14.11,1360
2024-01-06,kuzey,lunch,14.88,5
2024-01-07,kuzey,lunch,14.05,595
2024-01-08,kuzey,lunch,14.18,1347
2024-01-09,kuzey,lunch,4.03,1714
2024-01-10,kuzey,lunch,4.21,1111
2024-01-11,kuzey,lunch,4.8,935
2024-01-12,kuzey,lunch,4.4,1261
2024-01-13,kuzey,lunch,3.33,701
2024-01-14,kuzey,lunch,5.46,193
2024-01-15,kuzey,lunch,11.28,732
2024-01-16,kuzey,lunch,9.76,472
2024-01-17,kuzey,lunch,11.86,422
2024-01-18,kuzey,lunch,14.13,337
2024-01-19,kuzey,lunch,16.48,452
2024-01-20,kuzey,lunch,5.58,126
2024-01-21,kuzey,lunch,5.88,99
2024-01-22,kuzey,lunch,5.5,330
2024-01-23,kuzey,lunch,7.5,347
2024-01-24,kuzey,lunch,6.26,232
2024-01-25,kuzey,lunch,8.78,200
2024-01-26,kuzey,lunch,8.11,192
2024-01-27,kuzey,lunch,8.06,62
2024-01-28,kuzey,lunch,5.6,52
2024-01-29,kuzey,lunch,4.38,251
2024-01-30,kuzey,lunch,5.36,189
2024-01-31,kuzey,lunch,6.53,377
2024-02-01,kuzey,lunch,7.48,270
2024-02-02,kuzey,lunch,8.08,326
2024-02-03,kuzey,lunch,8.78,66
2024-02-04,kuzey,lunch,8.8,87
2024-02-05,kuzey,lunch,13.88,227
2024-02-06,kuzey,lunch,16.03,309
2024-02-07,kuzey,lunch,16.31,435
2024-02-08,kuzey,lunch,17.28,424
2024-02-09,kuzey,lunch,16.11,415
2024-02-10,kuzey,lunch,16.7,1
2024-02-11,kuzey,lunch,17.44,1
2024-02-12,kuzey,lunch,16.38,1369
2024-02-13,kuzey,lunch,14.36,1964
2024-02-14,kuzey,lunch,9.08,1933
2024-02-15,kuzey,lunch,6.58,2157
2024-02-16,kuzey,lunch,7.33,1144
2024-02-17,kuzey,lunch,7.58,345
2024-02-18,kuzey,lunch,7.23,250
2024-02-19,kuzey,lunch,8.14,2248
2024-02-20,kuzey,lunch,9.28,1739
2024-02-21,kuzey,lunch,10.68,2289
2024-02-22,kuzey,lunch,11.78,1619
2024-02-23,kuzey,lunch,15.63,1811
2024-02-24,kuzey,lunch,17.48,498
2024-02-25,kuzey,lunch,18.53,347
2024-02-26,kuzey,lunch,14.86,2105
2024-02-27,kuzey,lunch,12.68,1712
2024-02-28,kuzey,lunch,13.03,2323
2024-02-29,kuzey,lunch,15.61,1985
2024-03-01,kuzey,lunch,16.75,1610
2024-03-02,kuzey,lunch,14.16,476
2024-03-03,kuzey,lunch,11.16,397
2024-03-04,kuzey,lunch,15.48,1800
2024-03-05,kuzey,lunch,12.38,1714
2024-03-06,kuzey,lunch,9.01,2147
2024-03-07,kuzey,lunch,11.86,2228
2024-03-08,kuzey,lunch,6.98,1333
2024-03-09,kuzey,lunch,8.7,400
2024-03-10,kuzey,lunch,12.36,275
2024-03-11,kuzey,lunch,17.45,1584
2024-03-12,kuzey,lunch,16.08,982
2024-03-13,kuzey,lunch,13.55,1027
2024-03-14,kuzey,lunch,14.43,967
2024-03-15,kuzey,lunch,9.86,933
2024-03-16,kuzey,lunch,11.23,238
2024-03-17,kuzey,lunch,12.26,282
2024-03-18,kuzey,lunch,15.26,1063
2024-03-19,kuzey,lunch,14.61,1201
2024-03-20,kuzey,lunch,6.7,1720
2024-03-21,kuzey,lunch,10.53,1231
2024-03-22,kuzey,lunch,8.7,1161
2024-03-23,kuzey,lunch,11.88,558
2024-03-24,kuzey,lunch,14.83,420
2024-03-25,kuzey,lunch,8.24,1114
2024-03-26,kuzey,lunch,13.48,1419
2024-03-27,kuzey,lunch,21.5,1773
2024-03-28,kuzey,lunch,19.7,1024
2024-03-29,kuzey,lunch,22.19,1114
2024-03-30,kuzey,lunch,25.31,348
2024-03-31,kuzey,lunch,23.2,340
2024-04-01,kuzey,lunch,23.77,959
2024-04-02,kuzey,lunch,25.06,1532
2024-04-03,kuzey,lunch,18.56,1645
2024-04-04,kuzey,lunch,18.08,1311
2024-04-05,kuzey,lunch,20.19,796
2024-04-06,kuzey,lunch,19.9,129
2024-04-07,kuzey,lunch,15.3,110
2024-04-08,kuzey,lunch,15.55,201
2024-04-09,kuzey,lunch,16.95,108
2024-04-10,kuzey,lunch,16.45,79
2024-04-11,kuzey,lunch,18.36,52
2024-04-12,kuzey,lunch,19.31,160
2024-04-13,kuzey,lunch,19.25,222
2024-04-14,kuzey,lunch,23.31,257
2024-04-15,kuzey,lunch,24.19,1456
2024-04-16,kuzey,lunch,26.73,1857
2024-04-17,kuzey,lunch,25.88,1912
2024-04-18,kuzey,lunch,15.58,1234
2024-04-19,kuzey,lunch,13.88,1345
2024-04-20,kuzey,lunch,13.68,478
2024-04-21,kuzey,lunch,18.75,643
2024-04-22,kuzey,lunch,20.36,1827
2024-04-23,kuzey,lunch,19.11,657
2024-04-24,kuzey,lunch,25.9,2200
2024-04-25,kuzey,lunch,24.05,1784
2024-04-26,kuzey,lunch,17.78,1692
2024-04-27,kuzey,lunch,16.08,348
2024-04-28,kuzey,lunch,16.45,426
2024-04-29,kuzey,lunch,15.28,1798
2024-04-30,kuzey,lunch,15.53,1326
2024-05-01,kuzey,lunch,14.8,794
2024-05-02,kuzey,lunch,16.31,1769
2024-05-03,kuzey,lunch,19.12,1604
2024-05-04,kuzey,lunch,15.68,434
2024-05-05,kuzey,lunch,15.45,518
2024-05-06,kuzey,lunch,18.28,1601
2024-05-07,kuzey,lunch,21.81,1623
2024-05-08,kuzey,lunch,23.55,2181
2024-05-09,kuzey,lunch,17.36,2011
2024-05-10,kuzey,lunch,16.28,1197
2024-05-11,kuzey,lunch,15.98,551
2024-05-12,kuzey,lunch,20.11,351
2024-05-13,kuzey,lunch,14.11,1542
2024-05-14,kuzey,lunch,16.78,1548
2024-05-15,kuzey,lunch,16.98,2132
2024-05-16,kuzey,lunch,16.9,1578
2024-05-17,kuzey,lunch,18.7,1551
2024-05-18,kuzey,lunch,19.56,657
2024-05-19,kuzey,lunch,16.75,583
2024-05-20,kuzey,lunch,18.58,1403
2024-05-21,kuzey,lunch,19.2,1621
2024-05-22,kuzey,lunch,20.9,2007
2024-05-23,kuzey,lunch,18.45,1263
2024-05-24,kuzey,lunch,19.9,891
2024-05-25,kuzey,lunch,20.69,983
2024-05-26,kuzey,lunch,19.38,492
2024-05-27,kuzey,lunch,18.19,1533
2024-05-28,kuzey,lunch,20.11,1056
2024-05-29,kuzey,lunch,24.38,1678
2024-05-30,kuzey,lunch,26.62,1488
2024-05-31,kuzey,lunch,27.69,1222
2024-06-01,kuzey,lunch,29.1,670
2024-06-02,kuzey,lunch,32.94,347
2024-06-03,kuzey,lunch,31.48,1145
2024-06-04,kuzey,lunch,32.84,859
2024-06-05,kuzey,lunch,28.19,1397
2024-06-06,kuzey,lunch,26.28,526
2024-06-07,kuzey,lunch,26.38,553
2024-06-08,kuzey,lunch,25.94,277
2024-06-09,kuzey,lunch,26.69,178
2024-06-10,kuzey,lunch,30.66,398
2024-06-11,kuzey,lunch,35.44,353
2024-06-12,kuzey,lunch,31.48,385
2024-06-13,kuzey,lunch,33.6,218
2024-06-14,kuzey,lunch,25.36,197
2024-06-15,kuzey,lunch,24.36,57
2024-06-16,kuzey,lunch,26.48,42
2024-06-17,kuzey,lunch,28.16,53
2024-06-18,kuzey,lunch,27.31,32
2024-06-19,kuzey,lunch,26.78,51
2024-06-20,kuzey,lunch,27.44,51
2024-06-21,kuzey,lunch,26.86,88
2024-06-22,kuzey,lunch,25.5,74
2024-06-23,kuzey,lunch,25.77,120
2024-06-24,kuzey,lunch,26.48,373
2024-06-25,kuzey,lunch,26.86,782
2024-06-26,kuzey,lunch,26.56,785
2024-06-27,kuzey,lunch,25.77,926
2024-06-28,kuzey,lunch,25.95,487
2024-06-29,kuzey,lunch,26.2,149
2024-06-30,kuzey,lunch,28.31,169
2024-01-01,kuzey,dinner,12.73,665
2024-01-02,kuzey,dinner,8.33,1188
2024-01-03,kuzey,dinner,11.88,1475
2024-01-04,kuzey,dinner,11.98,1048
2024-01-05,kuzey,dinner,7.76,1264
2024-01-06,kuzey,dinner,11.68,1
2024-01-07,kuzey,dinner,12.95,605
2024-01-08,kuzey,dinner,7.86,1336
2024-01-09,kuzey,dinner,4.48,695
2024-01-10,kuzey,dinner,3.06,1345
2024-01-11,kuzey,dinner,2.76,1076
2024-01-12,kuzey,dinner,2.86,704
2024-01-13,kuzey,dinner,1.06,386
2024-01-14,kuzey,dinner,4.6,368
2024-01-15,kuzey,dinner,10.08,325
2024-01-16,kuzey,dinner,7.63,290
2024-01-17,kuzey,dinner,5.8,297
2024-01-18,kuzey,dinner,14.05,302
2024-01-19,kuzey,dinner,13.63,191
2024-01-20,kuzey,dinner,3.98,122
2024-01-21,kuzey,dinner,4.78,124
2024-01-22,kuzey,dinner,4.88,180
2024-01-23,kuzey,dinner,4.63,102
2024-01-24,kuzey,dinner,4.1,163
2024-01-25,kuzey,dinner,6.66,132
2024-01-26,kuzey,dinner,3.76,140
2024-01-27,kuzey,dinner,5.3,53
2024-01-28,kuzey,dinner,3.06,74
2024-01-29,kuzey,dinner,2.43,125
2024-01-30,kuzey,dinner,3.76,152
2024-01-31,kuzey,dinner,5.26,124
2024-02-01,kuzey,dinner,2.13,116
2024-02-02,kuzey,dinner,6.2,91
2024-02-03,kuzey,dinner,3.03,94
2024-02-04,kuzey,dinner,8.08,122
2024-02-05,kuzey,dinner,12.51,221
2024-02-06,kuzey,dinner,11.08,168
2024-02-07,kuzey,dinner,14.11,216
2024-02-08,kuzey,dinner,12.61,268
2024-02-09,kuzey,dinner,11.7,217
2024-02-10,kuzey,dinner,15.11,1
2024-02-11,kuzey,dinner,13.53,164
2024-02-12,kuzey,dinner,11.51,875
2024-02-13,kuzey,dinner,6.96,1067
2024-02-14,kuzey,dinner,7.5,814
2024-02-15,kuzey,dinner,6.46,1084
2024-02-16,kuzey,dinner,6.13,916
2024-02-17,kuzey,dinner,5.88,566
2024-02-18,kuzey,dinner,4.08,672
2024-02-19,kuzey,dinner,6.13,1423
2024-02-20,kuzey,dinner,4.13,1555
2024-02-21,kuzey,dinner,3.23,1479
2024-02-22,kuzey,dinner,4.6,1513
2024-02-23,kuzey,dinner,10.2,207
2024-02-24,kuzey,dinner,10.53,313
2024-02-25,kuzey,dinner,10.8,649
2024-02-26,kuzey,dinner,7.6,1104
2024-02-27,kuzey,dinner,6.13,1346
2024-02-28,kuzey,dinner,6.98,1307
2024-02-29,kuzey,dinner,7.23,904
2024-03-01,kuzey,dinner,6.96,909
2024-03-02,kuzey,dinner,7.53,332
2024-03-03,kuzey,dinner,6.53,516
2024-03-04,kuzey,dinner,7.58,1513
2024-03-05,kuzey,dinner,7.73,1563
2024-03-06,kuzey,dinner,6.16,1026
2024-03-07,kuzey,dinner,5.78,1504
2024-03-08,kuzey,dinner,5.86,782
2024-03-09,kuzey,dinner,4.48,671
2024-03-10,kuzey,dinner,6.88,727
2024-03-11,kuzey,dinner,12.05,1192
2024-03-12,kuzey,dinner,11.86,1745
2024-03-13,kuzey,dinner,8.51,1808
2024-03-14,kuzey,dinner,8.78,1552
2024-03-15,kuzey,dinner,4.96,1191
2024-03-16,kuzey,dinner,6.1,795
2024-03-17,kuzey,dinner,6.56,905
2024-03-18,kuzey,dinner,7.7,1437
2024-03-19,kuzey,dinner,8.51,1938
2024-03-20,kuzey,dinner,4.9,1564
2024-03-21,kuzey,dinner,6.23,1438
2024-03-22,kuzey,dinner,3.46,1088
2024-03-23,kuzey,dinner,5.18,1031
2024-03-24,kuzey,dinner,10.78,835
2024-03-25,kuzey,dinner,7.1,1994
2024-03-26,kuzey,dinner,8.18,1376
2024-03-27,kuzey,dinner,14.28,1720
2024-03-28,kuzey,dinner,14.88,1803
2024-03-29,kuzey,dinner,12.95,984
2024-03-30,kuzey,dinner,19.53,636
2024-03-31,kuzey,dinner,15.53,852
2024-04-01,kuzey,dinner,16.03,1798
2024-04-02,kuzey,dinner,17.16,1344
2024-04-03,kuzey,dinner,12.98,1182
2024-04-04,kuzey,dinner,10.43,954
2024-04-05,kuzey,dinner,11.26,783
2024-04-06,kuzey,dinner,12.63,220
2024-04-07,kuzey,dinner,10.91,200
2024-04-08,kuzey,dinner,10.63,202
2024-04-09,kuzey,dinner,11.2,85
2024-04-10,kuzey,dinner,10.28,66
2024-04-11,kuzey,dinner,12.16,95
2024-04-12,kuzey,dinner,12.55,124
2024-04-13,kuzey,dinner,12.48,293
2024-04-14,kuzey,dinner,14.11,468
2024-04-15,kuzey,dinner,16.25,1017
2024-04-16,kuzey,dinner,20.08,1224
2024-04-17,kuzey,dinner,18.81,1822
2024-04-18,kuzey,dinner,12.3,1597
2024-04-19,kuzey,dinner,11.53,818
2024-04-20,kuzey,dinner,10.2,555
2024-04-21,kuzey,dinner,12.78,694
2024-04-22,kuzey,dinner,13.61,830
2024-04-23,kuzey,dinner,15.51,1256
2024-04-24,kuzey,dinner,19.61,1133
2024-04-25,kuzey,dinner,17.23,1189
2024-04-26,kuzey,dinner,13.38,879
2024-04-27,kuzey,dinner,12.51,823
2024-04-28,kuzey,dinner,13.38,674
2024-04-29,kuzey,dinner,13.01,1787
2024-04-30,kuzey,dinner,13.66,1041
2024-05-01,kuzey,dinner,12.63,665
2024-05-02,kuzey,dinner,14.26,1245
2024-05-03,kuzey,dinner,14.13,987
2024-05-04,kuzey,dinner,12.58,426
2024-05-05,kuzey,dinner,10.43,763
2024-05-06,kuzey,dinner,10.86,847
2024-05-07,kuzey,dinner,15.13,1590
2024-05-08,kuzey,dinner,14.51,748
2024-05-09,kuzey,dinner,13.95,1629
2024-05-10,kuzey,dinner,13.13,691
2024-05-11,kuzey,dinner,11.38,700
2024-05-12,kuzey,dinner,13.43,823
2024-05-13,kuzey,dinner,10.58,1011
2024-05-14,kuzey,dinner,11.28,1725
2024-05-15,kuzey,dinner,12.05,969
2024-05-16,kuzey,dinner,13.05,750
2024-05-17,kuzey,dinner,13.88,619
2024-05-18,kuzey,dinner,14.61,795
2024-05-19,kuzey,dinner,14.28,481
2024-05-20,kuzey,dinner,14.63,892
2024-05-21,kuzey,dinner,14.83,1378
2024-05-22,kuzey,dinner,15.63,1081
2024-05-23,kuzey,dinner,15.03,727
2024-05-24,kuzey,dinner,15.58,1552
2024-05-25,kuzey,dinner,15.98,764
2024-05-26,kuzey,dinner,15.18,1083
2024-05-27,kuzey,dinner,14.53,920
2024-05-28,kuzey,dinner,15.63,1126
2024-05-29,kuzey,dinner,18.94,1018
2024-05-30,kuzey,dinner,20.25,1297
2024-05-31,kuzey,dinner,21.36,885
2024-06-01,kuzey,dinner,23.38,940
2024-06-02,kuzey,dinner,23.4,854
2024-06-03,kuzey,dinner,24.06,1092
2024-06-04,kuzey,dinner,27.48,950
2024-06-05,kuzey,dinner,23.23,666
2024-06-06,kuzey,dinner,22.2,506
2024-06-07,kuzey,dinner,21.56,516
2024-06-08,kuzey,dinner,21.36,248
2024-06-09,kuzey,dinner,21.69,123
2024-06-10,kuzey,dinner,23.4,166
2024-06-11,kuzey,dinner,28.7,197
2024-06-12,kuzey,dinner,24.77,156
2024-06-13,kuzey,dinner,25.23,167
2024-06-14,kuzey,dinner,19.7,136
2024-06-15,kuzey,dinner,20.55,50
2024-06-16,kuzey,dinner,22.05,44
2024-06-17,kuzey,dinner,22.55,42
2024-06-18,kuzey,dinner,22.6,42
2024-06-19,kuzey,dinner,22.1,54
2024-06-20,kuzey,dinner,22.78,84
2024-06-21,kuzey,dinner,23.08,38
2024-06-22,kuzey,dinner,21.7,119
2024-06-23,kuzey,dinner,21.98,103
2024-06-24,kuzey,dinner,22.0,342
2024-06-25,kuzey,dinner,22.28,341
2024-06-26,kuzey,dinner,22.38,370
2024-06-27,kuzey,dinner,21.78,314
2024-06-28,kuzey,dinner,22.81,237
2024-06-29,kuzey,dinner,22.77,230
2024-06-30,kuzey,dinner,23.16,275
2024-01-01,guney,breakfast,12.66,24
2024-01-02,guney,breakfast,14.01,87
2024-01-03,guney,breakfast,12.93,68
2024-01-04,guney,breakfast,14.05,74
2024-01-05,guney,breakfast,12.45,84
2024-01-06,guney,breakfast,12.73,86
2024-01-07,guney,breakfast,11.95,48
2024-01-08,guney,breakfast,13.11,65
2024-01-09,guney,breakfast,2.43,46
2024-01-10,guney,breakfast,4.26,40
2024-01-11,guney,breakfast,5.23,41
2024-01-12,guney,breakfast,4.76,48
2024-01-13,guney,breakfast,2.48,42
2024-01-14,guney,breakfast,4.5,31
2024-01-15,guney,breakfast,8.83,20
2024-01-16,guney,breakfast,11.66,21
2024-01-17,guney,breakfast,9.36,11
2024-01-18,guney,breakfast,13.58,9
2024-01-19,guney,breakfast,13.78,6
2024-01-20,guney,breakfast,7.88,4
2024-01-21,guney,breakfast,6.0,3
2024-01-22,guney,breakfast,6.08,4
2024-01-23,guney,breakfast,6.6,7
2024-01-24,guney,breakfast,6.73,5
2024-01-25,guney,breakfast,7.16,5
2024-01-26,guney,breakfast,7.76,5
2024-01-27,guney,breakfast,6.88,1
2024-01-28,guney,breakfast,5.46,1
2024-01-29,guney,breakfast,4.06,4
2024-01-30,guney,breakfast,4.9,3
2024-01-31,guney,breakfast,6.18,5
2024-02-01,guney,breakfast,7.5,4
2024-02-02,guney,breakfast,6.93,5
2024-02-03,guney,breakfast,7.63,3
2024-02-04,guney,breakfast,8.76,4
2024-02-05,guney,breakfast,10.33,4
2024-02-06,guney,breakfast,14.3,4
2024-02-07,guney,breakfast,14.13,9
2024-02-08,guney,breakfast,15.7,10
2024-02-09,guney,breakfast,14.03,12
2024-02-10,guney,breakfast,14.63,28
2024-02-11,guney,breakfast,15.91,50
2024-02-12,guney,breakfast,16.56,105
2024-02-13,guney,breakfast,12.58,121
2024-02-14,guney,breakfast,10.03,105
2024-02-15,guney,breakfast,6.93,64
2024-02-16,guney,breakfast,7.76,70
2024-02-17,guney,breakfast,7.33,42
2024-02-18,guney,breakfast,6.83,36
2024-02-19,guney,breakfast,7.96,81
2024-02-20,guney,breakfast,8.53,109
2024-02-21,guney,breakfast,8.7,96
2024-02-22,guney,breakfast,9.98,98
2024-02-23,guney,breakfast,12.2,91
2024-02-24,guney,breakfast,15.55,53
2024-02-25,guney,breakfast,16.88,51
2024-02-26,guney,breakfast,14.41,77
2024-02-27,guney,breakfast,11.58,85
2024-02-28,guney,breakfast,11.73,99
2024-02-29,guney,breakfast,12.28,91
2024-03-01,guney,breakfast,13.28,82
2024-03-02,guney,breakfast,10.95,57
2024-03-03,guney,breakfast,9.9,52
2024-03-04,guney,breakfast,12.28,82
2024-03-05,guney,breakfast,14.33,106
2024-03-06,guney,breakfast,8.43,86
2024-03-07,guney,breakfast,10.24,85
2024-03-08,guney,breakfast,7.2,54
2024-03-09,guney,breakfast,7.18,41
2024-03-10,guney,breakfast,10.28,47
2024-03-11,guney,breakfast,14.51,56
2024-03-12,guney,breakfast,14.48,65
2024-03-13,guney,breakfast,12.83,56
2024-03-14,guney,breakfast,12.45,55
2024-03-15,guney,breakfast,8.08,46
2024-03-16,guney,breakfast,9.08,30
2024-03-17,guney,breakfast,11.36,39
2024-03-18,guney,breakfast,12.16,41
