date,day,campus,count,meal,soup,main_dish,vegetarian,side_dishes,dessert
2024-10-13,sunday,Guney,94,breakfast,,patates kizartmasi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, labne, tahin-pekmez, helva"
2024-10-13,sunday,Kilyos,36,breakfast,,patates kizartmasi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, labne, tahin-pekmez, helva"
2024-10-13,sunday,Kandilli,62,breakfast,,patates kizartmasi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, labne, tahin-pekmez, helva"
2024-10-14,monday,Anadoluhisari,367,breakfast,,simit / pogaca,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, tereyag, bal, findik ezme"
2024-10-14,monday,Kuzey,354,breakfast,,simit / pogaca,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, tereyag, bal, findik ezme"
2024-10-14,monday,Guney,172,breakfast,,simit / pogaca,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, tereyag, bal, findik ezme"
2024-10-14,monday,Kilyos,40,breakfast,,simit / pogaca,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, tereyag, bal, findik ezme"
2024-10-14,monday,Kandilli,35,breakfast,,simit / pogaca,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, tereyag, bal, findik ezme"
2024-10-15,tuesday,Anadoluhisari,386,breakfast,corba,patates kizartmasi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","beyaz peynir, tereyag, recel"
2024-10-15,tuesday,Kuzey,379,breakfast,corba,patates kizartmasi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","beyaz peynir, tereyag, recel"
2024-10-15,tuesday,Guney,174,breakfast,corba,patates kizartmasi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","beyaz peynir, tereyag, recel"
2024-10-15,tuesday,Kilyos,43,breakfast,corba,patates kizartmasi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","beyaz peynir, tereyag, recel"
2024-10-15,tuesday,Kandilli,45,breakfast,corba,patates kizartmasi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","beyaz peynir, tereyag, recel"
2024-10-16,wednesday,Anadoluhisari,346,breakfast,,menemen,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, tereyag, tahin-pekmez, recel"
2024-10-16,wednesday,Kuzey,347,breakfast,,menemen,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, tereyag, tahin-pekmez, recel"
2024-10-16,wednesday,Guney,141,breakfast,,menemen,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, tereyag, tahin-pekmez, recel"
2024-10-16,wednesday,Kilyos,51,breakfast,,menemen,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, tereyag, tahin-pekmez, recel"
2024-10-16,wednesday,Kandilli,38,breakfast,,menemen,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, tereyag, tahin-pekmez, recel"
2024-10-17,thursday,Anadoluhisari,309,breakfast,,acma/simit,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","beyaz peynir, labne, findik ezme, helva"
2024-10-17,thursday,Kuzey,332,breakfast,,acma/simit,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","beyaz peynir, labne, findik ezme, helva"
2024-10-17,thursday,Guney,145,breakfast,,acma/simit,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","beyaz peynir, labne, findik ezme, helva"
2024-10-17,thursday,Kilyos,47,breakfast,,acma/simit,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","beyaz peynir, labne, findik ezme, helva"
2024-10-17,thursday,Kandilli,36,breakfast,,acma/simit,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","beyaz peynir, labne, findik ezme, helva"
2024-10-18,friday,Anadoluhisari,369,breakfast,,pisi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, krem peynir, tereyag, recel"
2024-10-18,friday,Kuzey,303,breakfast,,pisi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, krem peynir, tereyag, recel"
2024-10-18,friday,Guney,125,breakfast,,pisi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, krem peynir, tereyag, recel"
2024-10-18,friday,Kilyos,40,breakfast,,pisi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, krem peynir, tereyag, recel"
2024-10-18,friday,Kandilli,25,breakfast,,pisi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, krem peynir, tereyag, recel"
2024-10-19,saturday,Anadoluhisari,64,breakfast,corba,su boregi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","beyaz peynir, tereyag, bal"
2024-10-19,saturday,Kuzey,178,breakfast,corba,su boregi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","beyaz peynir, tereyag, bal"
2024-10-19,saturday,Guney,84,breakfast,corba,su boregi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","beyaz peynir, tereyag, bal"
2024-10-19,saturday,Kilyos,38,breakfast,corba,su boregi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","beyaz peynir, tereyag, bal"
2024-10-19,saturday,Kandilli,55,breakfast,corba,su boregi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","beyaz peynir, tereyag, bal"
2024-10-20,sunday,Anadoluhisari,71,breakfast,,patates kizartmasi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, labne, tahin-pekmez, helva"
2024-10-20,sunday,Kuzey,181,breakfast,,patates kizartmasi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, labne, tahin-pekmez, helva"
2024-10-20,sunday,Guney,106,breakfast,,patates kizartmasi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, labne, tahin-pekmez, helva"
2024-10-20,sunday,Kilyos,45,breakfast,,patates kizartmasi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, labne, tahin-pekmez, helva"
2024-10-20,sunday,Kandilli,81,breakfast,,patates kizartmasi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, labne, tahin-pekmez, helva"
2024-10-21,monday,Anadoluhisari,353,breakfast,,simit / pogaca,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, tereyag, bal, findik ezme"
2024-10-21,monday,Kuzey,403,breakfast,,simit / pogaca,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, tereyag, bal, findik ezme"
2024-10-21,monday,Guney,155,breakfast,,simit / pogaca,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, tereyag, bal, findik ezme"
2024-10-21,monday,Kilyos,42,breakfast,,simit / pogaca,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, tereyag, bal, findik ezme"
2024-10-21,monday,Kandilli,33,breakfast,,simit / pogaca,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, tereyag, bal, findik ezme"
2024-10-22,tuesday,Anadoluhisari,384,breakfast,corba,patates kizartmasi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","beyaz peynir, tereyag, recel"
2024-10-22,tuesday,Kuzey,395,breakfast,corba,patates kizartmasi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","beyaz peynir, tereyag, recel"
2024-10-22,tuesday,Guney,167,breakfast,corba,patates kizartmasi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","beyaz peynir, tereyag, recel"
2024-10-22,tuesday,Kilyos,55,breakfast,corba,patates kizartmasi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","beyaz peynir, tereyag, recel"
2024-10-22,tuesday,Kandilli,29,breakfast,corba,patates kizartmasi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","beyaz peynir, tereyag, recel"
2024-10-23,wednesday,Anadoluhisari,412,breakfast,,menemen,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, tereyag, recel, tahin-pekmez"
2024-10-23,wednesday,Kuzey,341,breakfast,,menemen,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, tereyag, recel, tahin-pekmez"
2024-10-23,wednesday,Guney,120,breakfast,,menemen,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, tereyag, recel, tahin-pekmez"
2024-10-23,wednesday,Kilyos,40,breakfast,,menemen,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, tereyag, recel, tahin-pekmez"
2024-10-23,wednesday,Kandilli,45,breakfast,,menemen,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, tereyag, recel, tahin-pekmez"
2024-10-24,thursday,Anadoluhisari,317,breakfast,,acma/simit,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","beyaz peynir, labne, findik ezme, helva"
2024-10-24,thursday,Kuzey,341,breakfast,,acma/simit,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","beyaz peynir, labne, findik ezme, helva"
2024-10-24,thursday,Guney,138,breakfast,,acma/simit,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","beyaz peynir, labne, findik ezme, helva"
2024-10-24,thursday,Kilyos,43,breakfast,,acma/simit,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","beyaz peynir, labne, findik ezme, helva"
2024-10-24,thursday,Kandilli,31,breakfast,,acma/simit,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","beyaz peynir, labne, findik ezme, helva"
2024-10-25,friday,Anadoluhisari,310,breakfast,,pisi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, krem peynir, tereyag, recel"
2024-10-25,friday,Kuzey,287,breakfast,,pisi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, krem peynir, tereyag, recel"
2024-10-25,friday,Guney,125,breakfast,,pisi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, krem peynir, tereyag, recel"
2024-10-25,friday,Kandilli,29,breakfast,,pisi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, krem peynir, tereyag, recel"
2024-10-26,saturday,Anadoluhisari,31,breakfast,corba,su boregi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","beyaz peynir, tereyag, bal"
2024-10-26,saturday,Kuzey,136,breakfast,corba,su boregi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","beyaz peynir, tereyag, bal"
2024-10-26,saturday,Guney,81,breakfast,corba,su boregi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","beyaz peynir, tereyag, bal"
2024-10-26,saturday,Kilyos,38,breakfast,corba,su boregi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","beyaz peynir, tereyag, bal"
2024-10-26,saturday,Kandilli,51,breakfast,corba,su boregi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","beyaz peynir, tereyag, bal"
2024-10-27,sunday,Anadoluhisari,34,breakfast,,patates kizartmasi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, labne, helva, tahin-pekmez"
2024-10-27,sunday,Kuzey,116,breakfast,,patates kizartmasi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, labne, helva, tahin-pekmez"
2024-10-27,sunday,Guney,66,breakfast,,patates kizartmasi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, labne, helva, tahin-pekmez"
2024-10-27,sunday,Kilyos,33,breakfast,,patates kizartmasi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, labne, helva, tahin-pekmez"
2024-10-27,sunday,Kandilli,34,breakfast,,patates kizartmasi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, labne, helva, tahin-pekmez"
2024-10-28,monday,Anadoluhisari,22,breakfast,,simit / pogaca,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, tereyag, bal, findik ezme"
2024-10-28,monday,Kuzey,211,breakfast,,simit / pogaca,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, tereyag, bal, findik ezme"
2024-10-28,monday,Guney,74,breakfast,,simit / pogaca,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, tereyag, bal, findik ezme"
2024-10-28,monday,Kilyos,40,breakfast,,simit / pogaca,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, tereyag, bal, findik ezme"
2024-10-28,monday,Kandilli,39,breakfast,,simit / pogaca,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, tereyag, bal, findik ezme"
2024-10-29,tuesday,Anadoluhisari,18,breakfast,corba,patates kizartmasi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","beyaz peynir, tereyag, recel"
2024-10-29,tuesday,Kuzey,143,breakfast,corba,patates kizartmasi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","beyaz peynir, tereyag, recel"
2024-10-29,tuesday,Guney,63,breakfast,corba,patates kizartmasi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","beyaz peynir, tereyag, recel"
2024-10-29,tuesday,Kilyos,37,breakfast,corba,patates kizartmasi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","beyaz peynir, tereyag, recel"
2024-10-29,tuesday,Kandilli,46,breakfast,corba,patates kizartmasi,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","beyaz peynir, tereyag, recel"
2024-10-30,wednesday,Anadoluhisari,281,breakfast,,menemen,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, tereyag, recel, tahin-pekmez"
2024-10-30,wednesday,Kuzey,181,breakfast,,menemen,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, tereyag, recel, tahin-pekmez"
2024-10-30,wednesday,Guney,71,breakfast,,menemen,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, tereyag, recel, tahin-pekmez"
2024-10-30,wednesday,Kilyos,12,breakfast,,menemen,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, tereyag, recel, tahin-pekmez"
2024-10-30,wednesday,Kandilli,30,breakfast,,menemen,yumurta,"yesil zeytin, siyah zeytin, domates, salatalik, sutlu gevrek","kasar peynir, tereyag, recel, tahin-pekmez"
